ID,DESCRIPTION.XML_LANG,DESCRIPTION
LWR_IX,en,"Labor Markets, Wage Rates, Index"
LWR_PC_CP_A_PT,en,"Labor Markets, Wage Rates, Percentage change, Corresponding period previous year, Percent"
LWR_PC_PP_PT,en,"Labor Markets, Wage Rates, Percentage change, Previous period, Percent"
ILFR_BP6_USD,en,"International Investment Positions, Net incurrence of liabilities, US Dollars"
ILDD_BP6_USD,en,"International Investment Positions, Liabilities, Direct investment, Debt instruments, US Dollars"
ILDE_BP6_USD,en,"International Investment Positions, Liabilities,  Direct investment, Equity and investment fund shares , US Dollars"
ILD_BP6_USD,en,"International Investment Positions, Liabilities,  Direct investment, US Dollars"
ILF_BP6_USD,en,"International Investment Positions, Liabilities,  Financial derivatives (other than reserves) and employee stock options , US Dollars"
ILODFR_BP6_USD,en,"International Investment Positions, Other Investment, Net incurrence of liabilities, Debt Instruments (with Fund Record), US Dollars"
ILOE_BP6_USD,en,"International Investment Positions, Liabilities, Other investment,  Other equity , US Dollars"
ILOFR_BP6_USD,en,"International Investment Positions, Other Investment, Net incurrence of liabilities, Other Liabilities (with Fund Record), US Dollars"
ILPD_BP6_USD,en,"International Investment Positions, Liabilities, Portfolio investment, Debt securities , US Dollars"
ILPE_BP6_USD,en,"International Investment Positions, Liabilities, Portfolio investment, Equity and investment fund shares , US Dollars"
ILP_BP6_USD,en,"International Investment Positions, Liabilities, Portfolio investment , US Dollars"
FMA_A1_XDC,en,"Monetary Aggregates, Monetary Aggregates, Base Money, Alternate Definition 1, Domestic Currency"
26N___EUR,en,"Monetary, Banking Institutions, Bonds (Non-Standardized Presentation), Euros"
27A___XDC,en,"Monetary, Banking Institutions, Capital Accounts (Non-Standardized Presentation), Domestic Currency"
27A___EUR,en,"Monetary, Banking Institutions, Capital Accounts (Non-Standardized Presentation), Euros"
27A___USD,en,"Monetary, Banking Institutions, Capital Accounts (Non-Standardized Presentation), US Dollars"
26F___XDC,en,"Monetary, Banking Institutions, Central Government Lending Funds (Non-Standardized Presentation), Domestic Currency"
25A___XDC,en,"Monetary, Banking Institutions, Central Government Monetary Liabilities, Quasi-Monetary Deposits (Non-Standardized Presentation), Domestic Currency"
25B___XDC,en,"Monetary, Banking Institutions, Central Government Monetary Liabilities, Quasi-Monetary Deposits, Foreign Currency Deposits (Non-Standardized Presentation), Domestic Currency"
25AA__XDC,en,"Monetary, Banking Institutions, Central Government Monetary Liabilities, Quasi-Monetary Deposits, Savings Deposits (Non-Standardized Presentation), Domestic Currency"
25AB__XDC,en,"Monetary, Banking Institutions, Central Government Monetary Liabilities, Quasi-Monetary Deposits, Time Deposits (Non-Standardized Presentation), Domestic Currency"
26D___XDC,en,"Monetary, Banking Institutions, Central or General Government Deposits (Non-Standardized Presentation), Domestic Currency"
26D___EUR,en,"Monetary, Banking Institutions, Central or General Government Deposits (Non-Standardized Presentation), Euros"
26D___USD,en,"Monetary, Banking Institutions, Central or General Government Deposits (Non-Standardized Presentation), US Dollars"
22A___XDC,en,"Monetary, Banking Institutions, Claims on Central Government (Non-Standardized Presentation), Domestic Currency"
22A___EUR,en,"Monetary, Banking Institutions, Claims on Central Government (Non-Standardized Presentation), Euros"
22A___USD,en,"Monetary, Banking Institutions, Claims on Central Government (Non-Standardized Presentation), US Dollars"
22AN__XDC,en,"Monetary, Banking Institutions, Claims on Central Government, Net (Non-Standardized Presentation), Domestic Currency"
20N___XDC,en,"Monetary, Banking Institutions, Claims on Monetary Authorities, Other (Non-Standardized Presentation), Domestic Currency"
20C___XDC,en,"Monetary, Banking Institutions, Claims on Monetary Authorities, Securities (Non-Standardized Presentation), Domestic Currency"
22G___XDC,en,"Monetary, Banking Institutions, Claims on Nonbank Financial Institutions (Non-Standardized Presentation), Domestic Currency"
22G___EUR,en,"Monetary, Banking Institutions, Claims on Nonbank Financial Institutions (Non-Standardized Presentation), Euros"
22BX__XDC,en,"Monetary, Banking Institutions, Claims on Official Entities (Non-Standardized Presentation), Domestic Currency"
22F___XDC,en,"Monetary, Banking Institutions, Claims on Other Banking Institutions (Non-Standardized Presentation), Domestic Currency"
22D___XDC,en,"Monetary, Banking Institutions, Claims on Private Sector (Non-Standardized Presentation), Domestic Currency"
22D___EUR,en,"Monetary, Banking Institutions, Claims on Private Sector (Non-Standardized Presentation), Euros"
22D___USD,en,"Monetary, Banking Institutions, Claims on Private Sector (Non-Standardized Presentation), US Dollars"
22C___XDC,en,"Monetary, Banking Institutions, Claims on Public Nonfinancial Corporations (Non-Standardized Presentation), Domestic Currency"
22C___EUR,en,"Monetary, Banking Institutions, Claims on Public Nonfinancial Corporations (Non-Standardized Presentation), Euros"
22C___USD,en,"Monetary, Banking Institutions, Claims on Public Nonfinancial Corporations (Non-Standardized Presentation), US Dollars"
22B___XDC,en,"Monetary, Banking Institutions, Claims on State and Local Governments (Non-Standardized Presentation), Domestic Currency"
22B___EUR,en,"Monetary, Banking Institutions, Claims on State and Local Governments (Non-Standardized Presentation), Euros"
22B___USD,en,"Monetary, Banking Institutions, Claims on State and Local Governments (Non-Standardized Presentation), US Dollars"
26E___XDC,en,"Monetary, Banking Institutions, Counterpart Funds (Non-Standardized Presentation), Domestic Currency"
26G___XDC,en,"Monetary, Banking Institutions, Credit from Monetary Authorities (Non-Standardized Presentation), Domestic Currency"
26G___EUR,en,"Monetary, Banking Institutions, Credit from Monetary Authorities (Non-Standardized Presentation), Euros"
24____XDC,en,"Monetary, Banking Institutions, Demand Deposits (Non-Standardized Presentation), Domestic Currency"
24____EUR,en,"Monetary, Banking Institutions, Demand Deposits (Non-Standardized Presentation), Euros"
24____USD,en,"Monetary, Banking Institutions, Demand Deposits (Non-Standardized Presentation), US Dollars"
25L___XDC,en,"Monetary, Banking Institutions, Demand, Time, Savings, and Foreign Currency Deposits (Non-Standardized Presentation), Domestic Currency"
26B___XDC,en,"Monetary, Banking Institutions, Deposits (Non-Standardized Presentation), Domestic Currency"
21____XDC,en,"Monetary, Banking Institutions, Foreign Assets (Non-Standardized Presentation), Domestic Currency"
21____EUR,en,"Monetary, Banking Institutions, Foreign Assets (Non-Standardized Presentation), Euros"
21____USD,en,"Monetary, Banking Institutions, Foreign Assets (Non-Standardized Presentation), US Dollars"
26C___XDC,en,"Monetary, Banking Institutions, Foreign Liabilities (Non-Standardized Presentation), Domestic Currency"
26C___EUR,en,"Monetary, Banking Institutions, Foreign Liabilities (Non-Standardized Presentation), Euros"
26C___USD,en,"Monetary, Banking Institutions, Foreign Liabilities (Non-Standardized Presentation), US Dollars"
26CL__XDC,en,"Monetary, Banking Institutions, Foreign Liabilities, Long-term (Non-Standardized Presentation), Domestic Currency"
26J___XDC,en,"Monetary, Banking Institutions, Liabilities to Other Financial Corporations (Non-Standardized Presentation), Domestic Currency"
26J___USD,en,"Monetary, Banking Institutions, Liabilities to Other Financial Corporations (Non-Standardized Presentation), US Dollars"
27R___XDC,en,"Monetary, Banking Institutions, Other Items, Net (Non-Standardized Presentation), Domestic Currency"
27R___EUR,en,"Monetary, Banking Institutions, Other Items, Net (Non-Standardized Presentation), Euros"
27R___USD,en,"Monetary, Banking Institutions, Other Items, Net (Non-Standardized Presentation), US Dollars"
24__I_XDC,en,"Monetary, Banking Institutions, Private Sector Deposits (Non-Standardized Presentation), Domestic Currency"
20____XDC,en,"Monetary, Banking Institutions, Reserves (Non-Standardized Presentation), Domestic Currency"
20____EUR,en,"Monetary, Banking Institutions, Reserves (Non-Standardized Presentation), Euros"
26A___XDC,en,"Monetary, Banking Institutions, Securities Other than Shares (Non-Standardized Presentation), Domestic Currency"
26AB__XDC,en,"Monetary, Banking Institutions, Securities Other than Shares, Bonds (Non-Standardized Presentation), Domestic Currency"
25____XDC,en,"Monetary, Banking Institutions, Time, Savings, and Foreign Currency Deposits (Non-Standardized Presentation), Domestic Currency"
25____EUR,en,"Monetary, Banking Institutions, Time, Savings, and Foreign Currency Deposits (Non-Standardized Presentation), Euros"
25____USD,en,"Monetary, Banking Institutions, Time, Savings, and Foreign Currency Deposits (Non-Standardized Presentation), US Dollars"
20RA__XDC,en,"Monetary, Banking Institutions, Total Assets (Non-Standardized Presentation), Domestic Currency"
20RA__EUR,en,"Monetary, Banking Institutions, Total Assets (Non-Standardized Presentation), Euros"
57A___USD,en,"Monetary, Banking Survey and Financial Survey, Capital Accounts (Non-Standardized Presentation), US Dollars"
56F___XDC,en,"Monetary, Banking Survey and Financial Survey, Central Government Lending Funds (Non-Standardized Presentation), Domestic Currency"
56DG__XDC,en,"Monetary, Banking Survey and Financial Survey, Central or General Government Deposits, Liabilities to Nonbank Public Financial Institutions (Non-Standardized Presentation), Domestic Currency"
52G___XDC,en,"Monetary, Banking Survey and Financial Survey, Claims on Nonbank Financial Institutions (Non-Standardized Presentation), Domestic Currency"
56E___XDC,en,"Monetary, Banking Survey and Financial Survey, Counterpart Funds (Non-Standardized Presentation), Domestic Currency"
52____USD,en,"Monetary, Banking Survey and Financial Survey, Domestic Claims (Non-Standardized Presentation), US Dollars"
52AN__USD,en,"Monetary, Banking Survey and Financial Survey, Domestic Claims, Claims on Central or General Government, Net Claims on Central or General Government (Non-Standardized Presentation), US Dollars"
52D___USD,en,"Monetary, Banking Survey and Financial Survey, Domestic Claims, Claims on Private Sector (Non-Standardized Presentation), US Dollars"
52C___XDC,en,"Monetary, Banking Survey and Financial Survey, Domestic Claims, Claims on Public Non-financial Corporations (Non-Standardized Presentation), Domestic Currency"
52C___USD,en,"Monetary, Banking Survey and Financial Survey, Domestic Claims, Claims on Public Non-financial Corporations (Non-Standardized Presentation), US Dollars"
52CG__XDC,en,"Monetary, Banking Survey and Financial Survey, Domestic Claims, Claims on Public Non-financial Corporations, Claims on Nonbank Public Financial Institutions (Non-Standardized Presentation), Domestic Currency"
52B___USD,en,"Monetary, Banking Survey and Financial Survey, Domestic Claims, Claims on State and Local Government or Official Entities (Non-Standardized Presentation), US Dollars"
51N___USD,en,"Monetary, Banking Survey and Financial Survey, Foreign Assets, Net Foreign Assets (Non-Standardized Presentation), US Dollars"
57D___XDC,en,"Monetary, Banking Survey and Financial Survey, Insurance Technical Reserves (Non-Standardized Presentation), Domestic Currency"
57D___USD,en,"Monetary, Banking Survey and Financial Survey, Insurance Technical Reserves (Non-Standardized Presentation), US Dollars"
56J___XDC,en,"Monetary, Banking Survey and Financial Survey, Liabilities to Nonbank Financial Institutions (Non-Standardized Presentation), Domestic Currency"
54____XDC,en,"Monetary, Banking Survey and Financial Survey, Money (Non-Standardized Presentation), Domestic Currency"
57R___USD,en,"Monetary, Banking Survey and Financial Survey, Other Items (Net) (Non-Standardized Presentation), US Dollars"
55____XDC,en,"Monetary, Banking Survey and Financial Survey, Quasi-Money (Non-Standardized Presentation), Domestic Currency"
55L___USD,en,"Monetary, Banking Survey and Financial Survey, Quasi-Money, Liquid Liabilities (Non-Standardized Presentation), US Dollars"
56B___USD,en,"Monetary, Banking Survey and Financial Survey, Restricted Deposits (Non-Standardized Presentation), US Dollars"
56AC__USD,en,"Monetary, Banking Survey and Financial Survey, Securities Other Than Shares, Liabilities of Central Bank: Securities (Non-Standardized Presentation), US Dollars"
56AA__XDC,en,"Monetary, Banking Survey and Financial Survey, Securities Other Than Shares, Money Market Instruments (Non-Standardized Presentation), Domestic Currency"
56AA__USD,en,"Monetary, Banking Survey and Financial Survey, Securities Other Than Shares, Money Market Instruments (Non-Standardized Presentation), US Dollars"
57A___XDC,en,"Monetary, Banking Survey, Capital Accounts (Non-Standardized Presentation), Domestic Currency"
52AN__XDC,en,"Monetary, Banking Survey, Claims on Central Government, Net (Non-Standardized Presentation), Domestic Currency"
52BX__XDC,en,"Monetary, Banking Survey, Claims on Official Entities (Non-Standardized Presentation), Domestic Currency"
52D___XDC,en,"Monetary, Banking Survey, Claims on Private Sector (Non-Standardized Presentation), Domestic Currency"
52B___XDC,en,"Monetary, Banking Survey, Claims on State and Local Governments (Non-Standardized Presentation), Domestic Currency"
52____XDC,en,"Monetary, Banking Survey, Domestic Credit (Non-Standardized Presentation), Domestic Currency"
51N___XDC,en,"Monetary, Banking Survey, Foreign Assets, Net (Non-Standardized Presentation), Domestic Currency"
56CL__XDC,en,"Monetary, Banking Survey, Foreign Liabilities, Long-term (Non-Standardized Presentation), Domestic Currency"
55L___XDC,en,"Monetary, Banking Survey, Liquid Liabilities (Non-Standardized Presentation), Domestic Currency"
57R___XDC,en,"Monetary, Banking Survey, Other Items, Net (Non-Standardized Presentation), Domestic Currency"
56B___XDC,en,"Monetary, Banking Survey, Restricted Deposits (Non-Standardized Presentation), Domestic Currency"
56AB__XDC,en,"Monetary, Banking Survey, Securities Other Than Shares, Bonds (Non-Standardized Presentation), Domestic Currency"
56AC__XDC,en,"Monetary, Banking Survey, Securities Other Than Shares, Securities (Non-Standardized Presentation), Domestic Currency"
FMA_XDC,en,"Monetary, Base Money, Domestic Currency"
FMA_EUR,en,"Monetary, Base Money, Euros"
FMA_SA_XDC,en,"Monetary, Base Money, Seasonally Adjusted, Domestic Currency"
FMA_USD,en,"Monetary, Base Money, US Dollars"
FMBCD_XDC,en,"Monetary, Broad Money, Currency in Circulation Outside Depository Corporations, Domestic Currency"
FMBCD_EUR,en,"Monetary, Broad Money, Currency in Circulation Outside Depository Corporations, Euros"
FMBCD_USD,en,"Monetary, Broad Money, Currency in Circulation Outside Depository Corporations, US Dollars"
FMBCC_XDC,en,"Monetary, Broad Money, Currency Issued by Central Government, Domestic Currency"
FMBCC_EUR,en,"Monetary, Broad Money, Currency Issued by Central Government, Euros"
FMBCC_USD,en,"Monetary, Broad Money, Currency Issued by Central Government, US Dollars"
FMBDN_XDC,en,"Monetary, Broad Money, Deposits in Non-financial Corporations (Including Electronic Money), Domestic Currency"
FMBDN_EUR,en,"Monetary, Broad Money, Deposits in Non-financial Corporations (Including Electronic Money), Euros"
FMBDN_USD,en,"Monetary, Broad Money, Deposits in Non-financial Corporations (Including Electronic Money), US Dollars"
FMB_XDC,en,"Monetary, Broad Money, Domestic Currency"
FMB_EUR,en,"Monetary, Broad Money, Euros"
FMB_SA_XDC,en,"Monetary, Broad Money, Seasonally Adjusted, Domestic Currency"
FMB_SA_EUR,en,"Monetary, Broad Money, Seasonally Adjusted, Euros"
FMB_SA_USD,en,"Monetary, Broad Money, Seasonally Adjusted, US Dollars"
FMBSC_XDC,en,"Monetary, Broad Money, Securities Issued by Central Government, Domestic Currency"
FMBSC_EUR,en,"Monetary, Broad Money, Securities Issued by Central Government, Euros"
FMBSC_USD,en,"Monetary, Broad Money, Securities Issued by Central Government, US Dollars"
FMB_USD,en,"Monetary, Broad Money, US Dollars"
FASAD_XDC,en,"Monetary, Central Bank Survey, Claims on Other Depository Corporations, Domestic Currency"
FASAD_EUR,en,"Monetary, Central Bank Survey, Claims on Other Depository Corporations, Euros"
FASAD_USD,en,"Monetary, Central Bank Survey, Claims on Other Depository Corporations, US Dollars"
FASAOF_XDC,en,"Monetary, Central Bank Survey, Claims on Other Sectors, Claims on Other Financial Corporations, Domestic Currency"
FASAOF_EUR,en,"Monetary, Central Bank Survey, Claims on Other Sectors, Claims on Other Financial Corporations, Euros"
FASAOF_USD,en,"Monetary, Central Bank Survey, Claims on Other Sectors, Claims on Other Financial Corporations, US Dollars"
FASAOP_XDC,en,"Monetary, Central Bank Survey, Claims on Other Sectors, Claims on Private Sector, Domestic Currency"
FASAOP_EUR,en,"Monetary, Central Bank Survey, Claims on Other Sectors, Claims on Private Sector, Euros"
FASAOP_USD,en,"Monetary, Central Bank Survey, Claims on Other Sectors, Claims on Private Sector, US Dollars"
FASAON_XDC,en,"Monetary, Central Bank Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, Domestic Currency"
FASAON_EUR,en,"Monetary, Central Bank Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, Euros"
FASAON_USD,en,"Monetary, Central Bank Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, US Dollars"
FASAOS_XDC,en,"Monetary, Central Bank Survey, Claims on Other Sectors, Claims on State and Local Government, Domestic Currency"
FASAOS_EUR,en,"Monetary, Central Bank Survey, Claims on Other Sectors, Claims on State and Local Government, Euros"
FASAOS_USD,en,"Monetary, Central Bank Survey, Claims on Other Sectors, Claims on State and Local Government, US Dollars"
FASAO_XDC,en,"Monetary, Central Bank Survey, Claims on Other Sectors, Domestic Currency"
FASAO_EUR,en,"Monetary, Central Bank Survey, Claims on Other Sectors, Euros"
FASAO_USD,en,"Monetary, Central Bank Survey, Claims on Other Sectors, US Dollars"
FASDSD_XDC,en,"Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Deposits Excluded from Broad Money, Domestic Currency"
FASDSD_EUR,en,"Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Deposits Excluded from Broad Money, Euros"
FASDSD_USD,en,"Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Deposits Excluded from Broad Money, US Dollars"
FASDSB_XDC,en,"Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Deposits Included In Broad Money, Domestic Currency"
FASDSB_EUR,en,"Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Deposits Included In Broad Money, Euros"
FASDSB_USD,en,"Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Deposits Included In Broad Money, US Dollars"
FASDS_XDC,en,"Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Domestic Currency"
FASDS_EUR,en,"Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Euros"
FASDSO_XDC,en,"Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Securities other than Shares Excluded from Broad Money, Domestic Currency"
FASDSO_EUR,en,"Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Securities other than Shares Excluded from Broad Money, Euros"
FASDSO_USD,en,"Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Securities other than Shares Excluded from Broad Money, US Dollars"
FASDSS_XDC,en,"Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Securities other than Shares Included In Broad Money, Domestic Currency"
FASDSS_EUR,en,"Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Securities other than Shares Included In Broad Money, Euros"
FASDSS_USD,en,"Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, Securities other than Shares Included In Broad Money, US Dollars"
FASDS_USD,en,"Monetary, Central Bank Survey, Deposits and Securities other than Shares Excluded from Monetary Base, US Dollars"
FASFD_XDC,en,"Monetary, Central Bank Survey, Financial Derivatives, Domestic Currency"
FASFD_EUR,en,"Monetary, Central Bank Survey, Financial Derivatives, Euros"
FASFD_USD,en,"Monetary, Central Bank Survey, Financial Derivatives, US Dollars"
FASL_XDC,en,"Monetary, Central Bank Survey, Loans, Domestic Currency"
FASL_EUR,en,"Monetary, Central Bank Survey, Loans, Euros"
FASL_USD,en,"Monetary, Central Bank Survey, Loans, US Dollars"
FASMBC_XDC,en,"Monetary, Central Bank Survey, Monetary Base, Currency In Circulation, Domestic Currency"
FASMBC_EUR,en,"Monetary, Central Bank Survey, Monetary Base, Currency In Circulation, Euros"
FASMBC_USD,en,"Monetary, Central Bank Survey, Monetary Base, Currency In Circulation, US Dollars"
FASMB_XDC,en,"Monetary, Central Bank Survey, Monetary Base, Domestic Currency"
FASMB_EUR,en,"Monetary, Central Bank Survey, Monetary Base, Euros"
FASMBLD_XDC,en,"Monetary, Central Bank Survey, Monetary Base, Liabilities To Other Depository Corporations, Domestic Currency"
FASMBLD_EUR,en,"Monetary, Central Bank Survey, Monetary Base, Liabilities To Other Depository Corporations, Euros"
FASMBLD_USD,en,"Monetary, Central Bank Survey, Monetary Base, Liabilities To Other Depository Corporations, US Dollars"
FASMBLO_XDC,en,"Monetary, Central Bank Survey, Monetary Base, Liabilities To Other Sectors, Domestic Currency"
FASMBLO_EUR,en,"Monetary, Central Bank Survey, Monetary Base, Liabilities To Other Sectors, Euros"
FASMBLO_USD,en,"Monetary, Central Bank Survey, Monetary Base, Liabilities To Other Sectors, US Dollars"
FASMB_PC_CP_A_PT,en,"Monetary, Central Bank Survey, Monetary Base, Percentage change, Corresponding period previous year, Percent"
FASMB_USD,en,"Monetary, Central Bank Survey, Monetary Base, US Dollars"
FASAG_XDC,en,"Monetary, Central Bank Survey, Net Claims on Central Government, Claims on Central Government, Domestic Currency"
FASAG_EUR,en,"Monetary, Central Bank Survey, Net Claims on Central Government, Claims on Central Government, Euros"
FASAG_USD,en,"Monetary, Central Bank Survey, Net Claims on Central Government, Claims on Central Government, US Dollars"
FASG_XDC,en,"Monetary, Central Bank Survey, Net Claims on Central Government, Domestic Currency"
FASG_EUR,en,"Monetary, Central Bank Survey, Net Claims on Central Government, Euros"
FASLG_XDC,en,"Monetary, Central Bank Survey, Net Claims on Central Government, Liabilities To Central Government, Domestic Currency"
FASLG_EUR,en,"Monetary, Central Bank Survey, Net Claims on Central Government, Liabilities To Central Government, Euros"
FASLG_USD,en,"Monetary, Central Bank Survey, Net Claims on Central Government, Liabilities To Central Government, US Dollars"
FASG_K_EUR,en,"Monetary, Central Bank Survey, Net Claims on Central Government, Spliced Historical Series, Euros"
FASG_USD,en,"Monetary, Central Bank Survey, Net Claims on Central Government, US Dollars"
FASAEA_EUR,en,"Monetary, Central Bank Survey, Net Claims on Eurosystem, Euros"
FASAF_XDC,en,"Monetary, Central Bank Survey, Net Foreign Assets, Claims on Non-residents, Domestic Currency"
FASAF_EUR,en,"Monetary, Central Bank Survey, Net Foreign Assets, Claims on Non-residents, Euros"
FASAFOIL_USD,en,"Monetary, Central Bank Survey, Net Foreign Assets, Claims on Non-residents, Other Foreign Assets, International Liquidity, US Dollars"
FASAF_USD,en,"Monetary, Central Bank Survey, Net Foreign Assets, Claims on Non-residents, US Dollars"
FASF_XDC,en,"Monetary, Central Bank Survey, Net Foreign Assets, Domestic Currency"
FASF_EUR,en,"Monetary, Central Bank Survey, Net Foreign Assets, Euros"
FASLF_XDC,en,"Monetary, Central Bank Survey, Net Foreign Assets, Liabilities To Non-residents, Domestic Currency"
FASLF_EUR,en,"Monetary, Central Bank Survey, Net Foreign Assets, Liabilities To Non-residents, Euros"
FASLFOIL_USD,en,"Monetary, Central Bank Survey, Net Foreign Assets, Liabilities To Non-residents, Other Foreign Liabilities, International Liquidity, US Dollars"
FASLFO_USD,en,"Monetary, Central Bank Survey, Net Foreign Assets, Liabilities To Non-residents, Other Foreign Liabilities, US Dollars"
FASLF_USD,en,"Monetary, Central Bank Survey, Net Foreign Assets, Liabilities To Non-residents, US Dollars"
FASF_USD,en,"Monetary, Central Bank Survey, Net Foreign Assets, US Dollars"
FASO_XDC,en,"Monetary, Central Bank Survey, Other Items (Net), Domestic Currency"
FASO_EUR,en,"Monetary, Central Bank Survey, Other Items (Net), Euros"
FASO_USD,en,"Monetary, Central Bank Survey, Other Items (Net), US Dollars"
FASLD_XDC,en,"Monetary, Central Bank Survey, Other Liabilities To Other Depository Corporations, Domestic Currency"
FASLD_EUR,en,"Monetary, Central Bank Survey, Other Liabilities To Other Depository Corporations, Euros"
FASLD_USD,en,"Monetary, Central Bank Survey, Other Liabilities To Other Depository Corporations, US Dollars"
FASE_XDC,en,"Monetary, Central Bank Survey, Shares and other Equity, Domestic Currency"
FASE_EUR,en,"Monetary, Central Bank Survey, Shares and other Equity, Euros"
FASE_USD,en,"Monetary, Central Bank Survey, Shares and other Equity, US Dollars"
FAA_XDC,en,"Monetary, Central Bank, Assets, Domestic Currency"
FAA_EUR,en,"Monetary, Central Bank, Assets, Euros"
FAA_USD,en,"Monetary, Central Bank, Assets, US Dollars"
FMD_SA_USD,en,"Monetary, Debt, Seasonally Adjusted, US Dollars"
FMD_USD,en,"Monetary, Debt, US Dollars"
26N___XDC,en,"Monetary, Deposit Money Banks, Bonds (Debt Securities) (Non-Standardized Presentation), Domestic Currency"
26DG__XDC,en,"Monetary, Deposit Money Banks, Central or General Government Deposits, Liabilities to Nonbank Public Financial Institutions (Non-Standardized Presentation), Domestic Currency"
26DA__XDC,en,"Monetary, Deposit Money Banks, Central or General Government Deposits, State Government Deposits (Non-Standardized Presentation), Domestic Currency"
22AX__XDC,en,"Monetary, Deposit Money Banks, Claims on Central or General Government, Claims on Provincial Governments (Non-Standardized Presentation), Domestic Currency"
22AB__XDC,en,"Monetary, Deposit Money Banks, Claims on Central or General Government, Claims on State Government (Non-Standardized Presentation), Domestic Currency"
22G___USD,en,"Monetary, Deposit Money Banks, Claims on Other Financial Corporations (Non-Standardized Presentation), US Dollars"
22CB__XDC,en,"Monetary, Deposit Money Banks, Claims on Public Non-financial Corporations, Claims on Cooperatives (Non-Standardized Presentation), Domestic Currency"
22CG__XDC,en,"Monetary, Deposit Money Banks, Claims on Public Non-financial Corporations, Claims on Nonbank Public Financial Institutions (Non-Standardized Presentation), Domestic Currency"
22CA__XDC,en,"Monetary, Deposit Money Banks, Claims on Public Non-financial Corporations, Claims on Public Corporations (Non-Standardized Presentation), Domestic Currency"
26G___USD,en,"Monetary, Deposit Money Banks, Credit from Central Bank (Non-Standardized Presentation), US Dollars"
26I___XDC,en,"Monetary, Deposit Money Banks, Liabilities to Other Banking Institutions (Non-Standardized Presentation), Domestic Currency"
26J___XDR,en,"Monetary, Deposit Money Banks, Liabilities to Other Financial Corporations (Non-Standardized Presentation), SDRs"
26D_I_XDC,en,"Monetary, Deposit Money Banks, Memorandum Items, Government Deposits at Girodienst (Non-Standardized Presentation), Domestic Currency"
26C_I_XDC,en,"Monetary, Deposit Money Banks, Memorandum Items, Postal Debt (Non-Standardized Presentation), Domestic Currency"
24__R_XDC,en,"Monetary, Deposit Money Banks, Memorandum Items, Private Deposits at Treasury (Non-Standardized Presentation), Domestic Currency"
22D_I_XDC,en,"Monetary, Deposit Money Banks, Memorandum Items, Treasury: Claims on Private Sector (Non-Standardized Presentation), Domestic Currency"
27RV__XDC,en,"Monetary, Deposit Money Banks, Other Items (Net), Valuation Adjustment (Non-Standardized Presentation), Domestic Currency"
20____USD,en,"Monetary, Deposit Money Banks, Reserves (Non-Standardized Presentation), US Dollars"
20C___USD,en,"Monetary, Deposit Money Banks, Reserves, Claims on Central Bank: Securities (Non-Standardized Presentation), US Dollars"
20N___USD,en,"Monetary, Deposit Money Banks, Reserves, Other Claims on Central Bank (Non-Standardized Presentation), US Dollars"
26B___USD,en,"Monetary, Deposit Money Banks, Restricted Deposits (Non-Standardized Presentation), US Dollars"
26AA__XDC,en,"Monetary, Deposit Money Banks, Securities Other than Shares, Money Market Instruments (Non-Standardized Presentation), Domestic Currency"
26AA__USD,en,"Monetary, Deposit Money Banks, Securities Other than Shares, Money Market Instruments (Non-Standardized Presentation), US Dollars"
26AB_V1_XDC,en,"Monetary, Deposit Money Banks, Securities Other than Shares, Variations of Bonds: Post Office Savings Certificates (Non-Standardized Presentation), Domestic Currency"
25___V3_XDC,en,"Monetary, Deposit Money Banks, Variations of Time, Savings, and Foreign Currency Deposits: Central Government Monetary Liabilities (Non-Standardized Presentation), Domestic Currency"
25___V2_XDC,en,"Monetary, Deposit Money Banks, Variations of Time, Savings, and Foreign Currency Deposits: Post Office Savings Deposits (Non-Standardized Presentation), Domestic Currency"
25___V1_XDC,en,"Monetary, Deposit Money Banks, Variations of Time, Savings, and Foreign Currency Deposits: Time and Savings Deposits (Non-Standardized Presentation), Domestic Currency"
FDSB_XDC,en,"Monetary, Depository Corporations Survey, Broad Money Liabilities (refers to the Depository Corporations), Domestic Currency"
FDSB_EUR,en,"Monetary, Depository Corporations Survey, Broad Money Liabilities (refers to the Depository Corporations), Euros"
