ID,DESCRIPTION.XML_LANG,DESCRIPTION
FDSB_PC_CP_A_PT,en,"Monetary, Depository Corporations Survey, Broad Money Liabilities (refers to the Depository Corporations), Percentage change, Corresponding period previous year, Percent"
FDSB_USD,en,"Monetary, Depository Corporations Survey, Broad Money Liabilities (refers to the Depository Corporations), US Dollars"
FDSBC_XDC,en,"Monetary, Depository Corporations Survey, Broad Money Liabilities, Currency Outside Depository Corporations (refers to the Depository Corporations), Domestic Currency"
FDSBC_EUR,en,"Monetary, Depository Corporations Survey, Broad Money Liabilities, Currency Outside Depository Corporations (refers to the Depository Corporations), Euros"
FDSBC_USD,en,"Monetary, Depository Corporations Survey, Broad Money Liabilities, Currency Outside Depository Corporations (refers to the Depository Corporations), US Dollars"
FDSBO_XDC,en,"Monetary, Depository Corporations Survey, Broad Money Liabilities, Other Deposits (refers to the Depository Corporations), Domestic Currency"
FDSBO_EUR,en,"Monetary, Depository Corporations Survey, Broad Money Liabilities, Other Deposits (refers to the Depository Corporations), Euros"
FDSBO_USD,en,"Monetary, Depository Corporations Survey, Broad Money Liabilities, Other Deposits (refers to the Depository Corporations), US Dollars"
FDSBS_XDC,en,"Monetary, Depository Corporations Survey, Broad Money Liabilities, Securities other than Shares (refers to the Depository Corporations), Domestic Currency"
FDSBS_EUR,en,"Monetary, Depository Corporations Survey, Broad Money Liabilities, Securities other than Shares (refers to the Depository Corporations), Euros"
FDSBS_USD,en,"Monetary, Depository Corporations Survey, Broad Money Liabilities, Securities other than Shares (refers to the Depository Corporations), US Dollars"
FDSBT_XDC,en,"Monetary, Depository Corporations Survey, Broad Money Liabilities, Transferable Deposits (refers to the Depository Corporations), Domestic Currency"
FDSBT_EUR,en,"Monetary, Depository Corporations Survey, Broad Money Liabilities, Transferable Deposits (refers to the Depository Corporations), Euros"
FDSBT_USD,en,"Monetary, Depository Corporations Survey, Broad Money Liabilities, Transferable Deposits (refers to the Depository Corporations), US Dollars"
FDSDX_XDC,en,"Monetary, Depository Corporations Survey, Deposits Excluded from Broad Money (refers to the Depository Corporations), Domestic Currency"
FDSDX_EUR,en,"Monetary, Depository Corporations Survey, Deposits Excluded from Broad Money (refers to the Depository Corporations), Euros"
FDSDX_USD,en,"Monetary, Depository Corporations Survey, Deposits Excluded from Broad Money (refers to the Depository Corporations), US Dollars"
FDSAD_XDC,en,"Monetary, Depository Corporations Survey, Domestic Claims (refers to the Depository Corporations), Domestic Currency"
FDSAD_EUR,en,"Monetary, Depository Corporations Survey, Domestic Claims (refers to the Depository Corporations), Euros"
FDSAD_USD,en,"Monetary, Depository Corporations Survey, Domestic Claims (refers to the Depository Corporations), US Dollars"
FDSAO_XDC,en,"Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors (refers to the Depository Corporations), Domestic Currency"
FDSAO_EUR,en,"Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors (refers to the Depository Corporations), Euros"
FDSAO_USD,en,"Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors (refers to the Depository Corporations), US Dollars"
FDSAOF_XDC,en,"Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Other Financial Corporations (refers to the Depository Corporations), Domestic Currency"
FDSAOF_EUR,en,"Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Other Financial Corporations (refers to the Depository Corporations), Euros"
FDSAOF_USD,en,"Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Other Financial Corporations (refers to the Depository Corporations), US Dollars"
FDSAOP_XDC,en,"Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Private Sector (refers to the Depository Corporations), Domestic Currency"
FDSAOP_EUR,en,"Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Private Sector (refers to the Depository Corporations), Euros"
FDSAOP_USD,en,"Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Private Sector (refers to the Depository Corporations), US Dollars"
FDSAON_XDC,en,"Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Public Non-financial Corporations (refers to the Depository Corporations), Domestic Currency"
FDSAON_EUR,en,"Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Public Non-financial Corporations (refers to the Depository Corporations), Euros"
FDSAON_USD,en,"Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Public Non-financial Corporations (refers to the Depository Corporations), US Dollars"
FDSAOG_XDC,en,"Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on State and Local Government (refers to the Depository Corporations), Domestic Currency"
FDSAOG_EUR,en,"Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on State and Local Government (refers to the Depository Corporations), Euros"
FDSAOG_USD,en,"Monetary, Depository Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on State and Local Government (refers to the Depository Corporations), US Dollars"
FDSDG_XDC,en,"Monetary, Depository Corporations Survey, Domestic Claims, Net Claims on Central Government (refers to the Depository Corporations), Domestic Currency"
FDSDG_EUR,en,"Monetary, Depository Corporations Survey, Domestic Claims, Net Claims on Central Government (refers to the Depository Corporations), Euros"
FDSDG_USD,en,"Monetary, Depository Corporations Survey, Domestic Claims, Net Claims on Central Government (refers to the Depository Corporations), US Dollars"
FDSADG_XDC,en,"Monetary, Depository Corporations Survey, Domestic Claims, Net Claims on Central Government, Claims on Central Government (refers to the Depository Corporations), Domestic Currency"
FDSADG_EUR,en,"Monetary, Depository Corporations Survey, Domestic Claims, Net Claims on Central Government, Claims on Central Government (refers to the Depository Corporations), Euros"
FDSADG_USD,en,"Monetary, Depository Corporations Survey, Domestic Claims, Net Claims on Central Government, Claims on Central Government (refers to the Depository Corporations), US Dollars"
FDSLDG_XDC,en,"Monetary, Depository Corporations Survey, Domestic Claims, Net Claims on Central Government, Liabilities to Central Government (refers to the Depository Corporations), Domestic Currency"
FDSLDG_EUR,en,"Monetary, Depository Corporations Survey, Domestic Claims, Net Claims on Central Government, Liabilities to Central Government (refers to the Depository Corporations), Euros"
FDSLDG_USD,en,"Monetary, Depository Corporations Survey, Domestic Claims, Net Claims on Central Government, Liabilities to Central Government (refers to the Depository Corporations), US Dollars"
FDSAFEA_EUR,en,"Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Claims on Non-residents, Euros"
FDSAOEA_EUR,en,"Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Claims on Other Sectors, Euros"
FDSCIEA_EUR,en,"Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Currency Issued, Euros"
FDSDEA_EUR,en,"Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Demand Deposits, Euros"
FDSDAEA_EUR,en,"Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Domestic Claims, Euros"
FDSLGEA_EUR,en,"Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Liabilities to Central Government, Euros"
FDSLFEA_EUR,en,"Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Liabilities to Non-residents, Euros"
FDSFEA_EUR,en,"Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Net Foreign Assets, Euros"
FDSODEA_EUR,en,"Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Other Deposits, Euros"
FDSOIEA_EUR,en,"Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Other Items (net), Euros"
FDSLSEA_EUR,en,"Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Securities other than Shares, Euros"
FDSOSEA_EUR,en,"Monetary, Depository Corporations Survey, Euro area-Wide-Residency, Shares and Other Equity, Euros"
FDSFD_XDC,en,"Monetary, Depository Corporations Survey, Financial Derivatives (refers to the Depository Corporations), Domestic Currency"
FDSFD_EUR,en,"Monetary, Depository Corporations Survey, Financial Derivatives (refers to the Depository Corporations), Euros"
FDSFD_USD,en,"Monetary, Depository Corporations Survey, Financial Derivatives (refers to the Depository Corporations), US Dollars"
FDSI_XDC,en,"Monetary, Depository Corporations Survey, Insurance Technical Reserves (refers to the Depository Corporations), Domestic Currency"
FDSI_EUR,en,"Monetary, Depository Corporations Survey, Insurance Technical Reserves (refers to the Depository Corporations), Euros"
FDSI_USD,en,"Monetary, Depository Corporations Survey, Insurance Technical Reserves (refers to the Depository Corporations), US Dollars"
FDSL_XDC,en,"Monetary, Depository Corporations Survey, Loans (refers to the Depository Corporations), Domestic Currency"
FDSL_EUR,en,"Monetary, Depository Corporations Survey, Loans (refers to the Depository Corporations), Euros"
FDSL_USD,en,"Monetary, Depository Corporations Survey, Loans (refers to the Depository Corporations), US Dollars"
FDSF_XDC,en,"Monetary, Depository Corporations Survey, Net Foreign Assets (refers to the Depository Corporations), Domestic Currency"
FDSF_EUR,en,"Monetary, Depository Corporations Survey, Net Foreign Assets (refers to the Depository Corporations), Euros"
FDSF_USD,en,"Monetary, Depository Corporations Survey, Net Foreign Assets (refers to the Depository Corporations), US Dollars"
FDSAF_XDC,en,"Monetary, Depository Corporations Survey, Net Foreign Assets, Claims on Non-residents (refers to the Depository Corporations), Domestic Currency"
FDSAF_EUR,en,"Monetary, Depository Corporations Survey, Net Foreign Assets, Claims on Non-residents (refers to the Depository Corporations), Euros"
FDSAF_USD,en,"Monetary, Depository Corporations Survey, Net Foreign Assets, Claims on Non-residents (refers to the Depository Corporations), US Dollars"
FDSLF_XDC,en,"Monetary, Depository Corporations Survey, Net Foreign Assets, Liabilities to Non-residents (refers to the Depository Corporations), Domestic Currency"
FDSLF_EUR,en,"Monetary, Depository Corporations Survey, Net Foreign Assets, Liabilities to Non-residents (refers to the Depository Corporations), Euros"
FDSLF_USD,en,"Monetary, Depository Corporations Survey, Net Foreign Assets, Liabilities to Non-residents (refers to the Depository Corporations), US Dollars"
FDSO_XDC,en,"Monetary, Depository Corporations Survey, Other Items (Net) (refers to the Depository Corporations), Domestic Currency"
FDSO_EUR,en,"Monetary, Depository Corporations Survey, Other Items (Net) (refers to the Depository Corporations), Euros"
FDSO_USD,en,"Monetary, Depository Corporations Survey, Other Items (Net) (refers to the Depository Corporations), US Dollars"
FDSSX_XDC,en,"Monetary, Depository Corporations Survey, Securities other than Shares Excluded from Broad Money (refers to the Depository Corporations), Domestic Currency"
FDSSX_EUR,en,"Monetary, Depository Corporations Survey, Securities other than Shares Excluded from Broad Money (refers to the Depository Corporations), Euros"
FDSSX_USD,en,"Monetary, Depository Corporations Survey, Securities other than Shares Excluded from Broad Money (refers to the Depository Corporations), US Dollars"
FDSE_XDC,en,"Monetary, Depository Corporations Survey, Shares and Other Equity (refers to the Depository Corporations), Domestic Currency"
FDSE_EUR,en,"Monetary, Depository Corporations Survey, Shares and Other Equity (refers to the Depository Corporations), Euros"
FDSE_USD,en,"Monetary, Depository Corporations Survey, Shares and Other Equity (refers to the Depository Corporations), US Dollars"
FFCC_XDC,en,"Monetary, Financial Corporations Survey, Currency Outside Financial Corporations (refers to the Financial Corporations), Domestic Currency"
FFCC_EUR,en,"Monetary, Financial Corporations Survey, Currency Outside Financial Corporations (refers to the Financial Corporations), Euros"
FFCC_USD,en,"Monetary, Financial Corporations Survey, Currency Outside Financial Corporations (refers to the Financial Corporations), US Dollars"
FFCD_XDC,en,"Monetary, Financial Corporations Survey, Deposits (refers to the Financial Corporations), Domestic Currency"
FFCD_EUR,en,"Monetary, Financial Corporations Survey, Deposits (refers to the Financial Corporations), Euros"
FFCD_USD,en,"Monetary, Financial Corporations Survey, Deposits (refers to the Financial Corporations), US Dollars"
FFCAD_XDC,en,"Monetary, Financial Corporations Survey, Domestic Claims (refers to the Financial Corporations), Domestic Currency"
FFCAD_EUR,en,"Monetary, Financial Corporations Survey, Domestic Claims (refers to the Financial Corporations), Euros"
FFCAD_USD,en,"Monetary, Financial Corporations Survey, Domestic Claims (refers to the Financial Corporations), US Dollars"
FFCAO_XDC,en,"Monetary, Financial Corporations Survey, Domestic Claims, Claims on Other Sectors (refers to the Financial Corporations), Domestic Currency"
FFCAO_EUR,en,"Monetary, Financial Corporations Survey, Domestic Claims, Claims on Other Sectors (refers to the Financial Corporations), Euros"
FFCAO_USD,en,"Monetary, Financial Corporations Survey, Domestic Claims, Claims on Other Sectors (refers to the Financial Corporations), US Dollars"
FFCAOP_XDC,en,"Monetary, Financial Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Private Sector (refers to the Financial Corporations), Domestic Currency"
FFCAOP_EUR,en,"Monetary, Financial Corporations Survey, Domestic Claims, Claims on Other Sectors, Claims on Private Sector (refers to the Financial Corporations), Euros"
